id_aluno,fase,genero,ano_ingresso,inst_ensino,iaa,ieg,ips,ida,atingiu_pv,ipv,ian,ano,ipp,idade,pedra,matematica,portugues,ingles,defasagem,inde,tipo_estudante,tipo_instituicao,nivel_ensino,evadido,piorou_defasagem,nivel_defasagem,permanencia,jornada,jornada_22_23,jornada_23_24,jornada_inde,jornada_inde_22_23,jornada_inde_23_24,jornada_pedra,jornada_pedra_22_23,jornada_pedra_23_24
RA-1180,4,masculino,2023,publico,8.3,9.5,5.0,5.4,nao,7.7125,5.0,2023,7.1875,15,ametista,6.0,4.8,5.3,-1.0,7.067983333,ingressante,escolar,fundamental2,True,False,moderada,0,,,,,,,,,
RA-1181,4,feminino,2023,publico,8.8,8.3,2.52,4.8,nao,7.3375,10.0,2023,7.5,0,agata,5.7,4.3,4.5,0.0,6.971266667,ingressante,escolar,fundamental2,False,False,em fase,0,,,neutro,,,recuo,,,neutro
RA-1181,5,feminino,2023,publico,9.168,5.036075036,6.26,3.8333333333333335,nao,5.862,10.0,2024,7.125,15,agata,1.0,1.0,9.5,0.0,6.2015816738666665,veterano,escolar,medio,True,False,em fase,1,neutro,,neutro,recuo,,recuo,neutro,,neutro
RA-1182,4,feminino,2023,publico,7.5,6.3,2.52,4.2,nao,7.2125,5.0,2023,6.71875,0,quartzo,5.3,2.0,5.2,-2.0,5.709808333,ingressante,escolar,fundamental2,True,False,moderada,0,,,,,,,,,
RA-1183,4,masculino,2023,publico,7.5,8.7,2.52,5.3,nao,6.7575,5.0,2023,6.09375,15,agata,6.0,4.0,6.0,-1.0,6.269541667,ingressante,escolar,fundamental2,True,False,moderada,0,,,,,,,,,
RA-1184,4,masculino,2023,publico,8.3,8.3,5.0,7.3,nao,8.045,5.0,2023,8.125,0,ametista,8.0,5.5,8.5,-2.0,7.381566667,ingressante,escolar,fundamental2,False,False,moderada,0,,,avanco,,,neutro,,,neutro
RA-1184,5,masculino,2023,publico,6.666,8.658008657666668,7.51,7.666666666666667,nao,7.5,5.0,2024,7.291666667,17,ametista,6.0,7.0,10.0,-1.0,7.411701731566668,veterano,escolar,medio,True,False,moderada,1,avanco,,avanco,neutro,,neutro,neutro,,neutro
RA-1185,4,feminino,2023,publico,7.5,9.1,5.0,7.5,nao,8.3775,10.0,2023,7.8125,0,topazio,6.7,6.3,9.5,1.0,8.02675,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-1186,4,feminino,2023,publico,8.8,9.8,6.89,5.5,nao,7.3825,5.0,2023,6.875,0,ametista,6.7,5.2,4.5,-2.0,7.281433333,ingressante,escolar,fundamental2,True,False,moderada,0,,,,,,,,,
RA-1187,4,feminino,2023,publico,8.8,6.9,2.52,5.3,nao,6.715,10.0,2023,7.34375,13,agata,4.7,5.0,6.2,1.0,6.644475,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-1188,4,feminino,2023,publico,9.6,9.4,6.097952055050503,6.4,nao,7.5875,5.0,2023,7.8125,15,ametista,6.5,7.5,5.2,-1.0,7.479118292618955,ingressante,escolar,fundamental2,False,False,moderada,0,,,neutro,,,avanco,,,neutro
RA-1188,5,feminino,2023,publico,9.168,10.0,7.51,7.0,nao,7.106666667,5.0,2024,8.125,16,ametista,7.0,6.0,8.0,-1.0,7.801633333400001,veterano,escolar,medio,True,False,moderada,1,neutro,,neutro,avanco,,avanco,neutro,,neutro
RA-1189,4,feminino,2023,publico,8.8,9.0,6.450294801623767,6.1,nao,7.3775,5.0,2023,7.8125,0,ametista,6.3,5.7,6.2,-1.0,7.252052004650187,ingressante,escolar,fundamental2,False,False,moderada,0,,,neutro,,,avanco,,,neutro
RA-1189,5,feminino,2023,publico,9.585,8.672360248333332,7.51,7.666666666666667,nao,7.106666667,5.0,2024,7.5,16,ametista,7.0,7.0,9.0,-1.0,7.6486387164,veterano,escolar,medio,True,False,moderada,1,neutro,,neutro,avanco,,avanco,neutro,,neutro
RA-119,4,feminino,2016,privado,8.3,8.2,5.6,5.4,nao,7.875,10.0,2022,7.385416666599999,14,ametista,5.7,7.0,3.4,0.0,7.501,veterano,escolar,fundamental2,False,False,em fase,6,,avanco,recuo,,recuo,avanco,,neutro,avanco
RA-119,7,feminino,2016,privado,6.7,8.766987199990975,2.52,6.567184109666597,nao,7.843990074548487,10.0,2023,7.5488932404236575,15,ametista,5.4399999999999995,6.720000000000001,7.9,2.0,7.313393413453107,veterano,escolar,medio,False,True,em fase,7,avanco,avanco,recuo,recuo,recuo,avanco,neutro,neutro,avanco
RA-119,7,feminino,2021,privado,7.083,9.983333333,6.57,7.366666666666667,nao,7.5,10.0,2024,7.5,16,topazio,6.05,7.5,8.55,1.0,8.085299999933333,veterano,escolar,medio,True,False,em fase,3,recuo,avanco,recuo,avanco,recuo,avanco,avanco,neutro,avanco
RA-1190,4,masculino,2023,publico,0.0,9.2,5.0,4.2,nao,7.045,10.0,2023,7.34375,0,agata,3.0,4.2,5.5,0.0,6.330041667,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-1191,4,masculino,2023,publico,7.5,7.2,5.0,3.7,nao,6.26,10.0,2023,5.0,0,agata,2.3,2.5,6.2,0.0,6.175333333,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-1192,4,feminino,2023,publico,7.9,8.7,2.52,5.8,nao,7.6675,5.0,2023,7.96875,15,agata,4.7,6.0,6.8,-1.0,6.780741667,ingressante,escolar,fundamental2,True,False,moderada,0,,,,,,,,,
RA-1193,4,feminino,2023,publico,0.0,7.8,5.0,4.1,nao,7.13,10.0,2023,7.1875,0,agata,3.7,3.5,5.0,0.0,6.018083333,ingressante,escolar,fundamental2,False,True,em fase,0,,,recuo,,,avanco,,,neutro
RA-1193,4,feminino,2023,publico,8.751,7.763157895,5.635,4.0,nao,7.79,5.0,2024,7.8125,15,agata,3.0,6.0,3.0,-1.0,6.6304815790000005,veterano,escolar,fundamental2,True,False,moderada,1,recuo,,recuo,avanco,,avanco,neutro,,neutro
RA-1194,4,masculino,2023,publico,8.8,9.0,5.0,6.1,nao,7.6675,10.0,2023,7.5,13,ametista,6.0,4.2,8.0,1.0,7.671933333,ingressante,escolar,fundamental2,True,False,em fase,0,,,,,,,,,
RA-1195,4,feminino,2022,publico,0.0,8.3,2.52,5.4,nao,8.0025,2.5,2023,8.28125,0,quartzo,4.3,4.7,7.3,-3.0,5.677291667,veterano,escolar,fundamental2,False,False,severa,1,,,avanco,,,avanco,,,avanco
RA-1195,5,feminino,2022,publico,9.585,9.855072463666666,5.63,6.166666666666667,nao,7.663333333,5.0,2024,7.5,18,ametista,8.0,5.0,5.5,-2.0,7.5085144926666665,veterano,escolar,medio,True,False,moderada,2,avanco,,avanco,avanco,,avanco,avanco,,avanco
RA-1196,5,masculino,2023,privado,0.0,8.2,5.0,7.5,nao,8.045,10.0,2023,7.8125,15,ametista,8.0,6.2,8.3,0.0,7.03025,ingressante,escolar,medio,True,False,em fase,0,,,,,,,,,
RA-1197,5,feminino,2023,publico,6.7,8.4,5.0,7.3,nao,7.215,5.0,2023,7.03125,16,agata,5.3,7.2,9.3,-1.0,6.946058333,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1198,5,feminino,2023,publico,8.3,9.4,6.26,6.7,nao,7.9625,5.0,2023,7.5,0,ametista,7.3,3.7,9.0,-1.0,7.515233333,ingressante,escolar,medio,False,False,moderada,0,,,neutro,,,recuo,,,avanco
RA-1198,5,feminino,2023,publico,8.751,9.458874459,7.51,3.5,nao,7.332,5.0,2024,7.375,17,agata,0.0,1.0,9.5,-1.0,6.9217748918,veterano,escolar,medio,True,False,moderada,1,neutro,,neutro,recuo,,recuo,avanco,,avanco
RA-1199,5,masculino,2023,publico,6.7,9.1,5.0,6.2,nao,8.0875,5.0,2023,6.875,0,ametista,6.8,5.0,6.7,-2.0,7.024933333,ingressante,escolar,medio,False,False,moderada,0,,,neutro,,,avanco,,,neutro
RA-1199,5,masculino,2023,outro,7.5,8.571428571333334,5.005,9.0,nao,8.466,5.0,2024,6.5625,18,ametista,10.0,7.0,10.0,-2.0,7.614235714266666,veterano,escolar,medio,True,False,moderada,1,neutro,,neutro,avanco,,avanco,neutro,,neutro
RA-12,7,feminino,2020,publico,0.0,4.0,6.9,1.5,nao,6.389,10.0,2022,6.80625,17,quartzo,2.7,1.1,0.7,0.0,4.832,veterano,escolar,medio,False,False,em fase,2,,neutro,neutro,,avanco,recuo,,avanco,avanco
RA-12,8,feminino,2020,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,18,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,3,neutro,neutro,neutro,avanco,avanco,recuo,avanco,avanco,avanco
RA-12,8,feminino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,19,agata,6.18,7.220000000000001,6.8,0.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,neutro,neutro,neutro,recuo,avanco,recuo,avanco,avanco,avanco
RA-120,4,masculino,2019,publico,8.3,5.9,7.5,6.2,nao,7.667,5.0,2022,7.3229166668,15,agata,3.7,5.2,9.7,-1.0,6.825,veterano,escolar,fundamental2,True,False,moderada,3,,,,,,,,,
RA-1200,5,feminino,2023,publico,0.0,6.4,5.0,4.0,nao,6.8725,10.0,2023,7.5,15,quartzo,4.3,2.3,5.5,0.0,5.711166667,ingressante,escolar,medio,False,True,em fase,0,,,recuo,,,neutro,,,neutro
RA-1200,5,feminino,2023,publico,7.917,7.099419478000001,6.26,1.5,nao,6.27,5.0,2024,7.5,16,quartzo,0.0,4.5,0.0,-1.0,5.6415838956,veterano,escolar,medio,True,False,moderada,1,recuo,,recuo,neutro,,neutro,neutro,,neutro
RA-1201,5,masculino,2023,publico,9.2,9.6,3.77,7.8,nao,8.7575,10.0,2023,8.59375,15,topazio,8.3,6.5,8.5,0.0,8.378008333,ingressante,escolar,medio,False,True,em fase,0,,,recuo,,,neutro,,,neutro
RA-1201,5,masculino,2023,publico,8.751,9.523809523666666,7.51,9.0,nao,8.56,5.0,2024,8.333333333,16,topazio,9.0,8.0,10.0,-1.0,8.376195238033333,veterano,escolar,medio,True,False,moderada,1,recuo,,recuo,neutro,,neutro,neutro,,neutro
RA-1202,5,feminino,2023,publico,7.1,7.6,7.52,3.3,nao,6.67,5.0,2023,7.34375,16,agata,4.5,3.3,2.0,-1.0,6.202008333,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1203,5,feminino,2023,publico,9.2,10.0,2.52,7.2,nao,7.8775,5.0,2023,7.96875,0,ametista,6.7,5.8,9.2,-1.0,7.487841667,ingressante,escolar,medio,False,False,moderada,0,,,avanco,,,avanco,,,avanco
RA-1203,6,feminino,2023,privado,9.168,9.649122807,7.51,9.0,nao,8.572,10.0,2024,8.375,17,topazio,8.5,9.0,9.5,0.0,8.9495245614,veterano,escolar,medio,True,False,em fase,1,avanco,,avanco,avanco,,avanco,avanco,,avanco
RA-1204,5,masculino,2023,publico,7.5,8.7,5.0,6.1,nao,7.2125,5.0,2023,7.8125,16,agata,5.0,3.7,9.7,-1.0,6.940416667,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1205,5,feminino,2023,publico,9.2,9.2,6.26,5.0,nao,7.085,2.5,2023,7.5,18,agata,5.2,3.7,6.2,-3.0,6.806466667,ingressante,escolar,medio,True,False,severa,0,,,,,,,,,
RA-1206,5,feminino,2023,publico,8.8,8.3,2.52,5.6,nao,7.7125,5.0,2023,7.8125,17,agata,4.7,3.7,8.3,-2.0,6.724183333,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1207,5,feminino,2023,publico,8.8,9.0,5.0,5.5,nao,7.63,10.0,2023,7.8125,0,ametista,5.0,4.0,7.5,0.0,7.58235,ingressante,escolar,medio,False,True,em fase,0,,,recuo,,,recuo,,,avanco
RA-1207,5,feminino,2023,publico,8.334,6.581140350999999,7.51,5.333333333333333,nao,6.5375,5.0,2024,7.34375,16,agata,4.5,1.5,10.0,-1.0,6.509169736866667,veterano,escolar,medio,True,False,moderada,1,recuo,,recuo,recuo,,recuo,avanco,,avanco
RA-1208,5,masculino,2023,publico,8.8,8.8,2.52,6.2,nao,6.2525,10.0,2023,6.875,15,ametista,5.0,4.8,8.8,0.0,7.0651,ingressante,escolar,medio,True,False,em fase,0,,,,,,,,,
RA-1209,5,feminino,2023,publico,7.5,9.4,5.0,7.4,nao,7.7125,5.0,2023,7.8125,16,ametista,7.7,5.7,8.8,-1.0,7.43375,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-121,4,feminino,2021,publico,7.1,8.4,6.3,7.2,nao,7.625,5.0,2022,7.5729166668,16,ametista,5.7,6.8,9.0,-2.0,7.245,veterano,escolar,fundamental2,False,False,moderada,1,,avanco,recuo,,recuo,avanco,,avanco,recuo
RA-121,5,feminino,2021,publico,6.3,8.8,5.0,6.0,nao,7.4625,5.0,2023,7.34375,0,agata,5.0,5.7,7.3,-1.0,6.811875,veterano,escolar,medio,False,True,moderada,2,avanco,avanco,recuo,recuo,recuo,avanco,avanco,avanco,recuo
RA-121,5,feminino,2021,publico,8.751,8.152958153,6.26,8.833333333333334,nao,6.764,5.0,2024,7.25,17,ametista,7.5,9.0,10.0,-2.0,7.476158297266668,veterano,escolar,medio,True,False,moderada,3,recuo,avanco,recuo,avanco,recuo,avanco,recuo,avanco,recuo
RA-1210,5,feminino,2023,publico,9.6,9.4,5.0,4.7,nao,8.09,5.0,2023,7.8125,16,ametista,5.0,2.0,7.0,-1.0,7.171083333,ingressante,escolar,medio,False,False,moderada,0,,,avanco,,,avanco,,,avanco
RA-1210,6,feminino,2023,publico,9.585,10.0,7.51,5.5,nao,8.166,10.0,2024,7.875,17,topazio,5.0,6.5,5.0,0.0,8.2302,veterano,escolar,medio,True,False,em fase,1,avanco,,avanco,avanco,,avanco,avanco,,avanco
RA-1211,5,feminino,2023,publico,7.1,9.1,5.0,6.2,nao,7.7125,5.0,2023,7.8125,16,ametista,6.3,4.5,7.8,-1.0,7.09205,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1212,5,feminino,2023,publico,8.3,8.9,5.0,4.2,nao,7.715,5.0,2023,7.65625,16,agata,0.0,3.5,9.0,-1.0,6.755358333,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1213,5,feminino,2023,publico,0.0,8.4,2.52,6.0,nao,7.715,5.0,2023,7.8125,0,quartzo,6.7,4.8,6.5,-2.0,5.95625,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1214,6,masculino,2023,publico,9.6,9.8,6.89,7.4,nao,7.6725,10.0,2023,7.5,16,topazio,8.0,5.0,9.3,0.0,8.378666667,ingressante,escolar,medio,False,False,em fase,0,,,neutro,,,avanco,,,neutro
RA-1214,7,masculino,2023,publico,10.0,9.081527348,8.13,8.0,nao,7.663333333,10.0,2024,8.28125,17,topazio,8.0,6.0,10.0,0.0,8.5902971362,veterano,escolar,medio,True,False,em fase,1,neutro,,neutro,avanco,,avanco,neutro,,neutro
RA-1215,6,feminino,2023,publico,7.1,5.6,5.0,4.1,nao,7.1725,10.0,2023,7.5,16,agata,5.0,2.7,4.7,0.0,6.339466667,ingressante,escolar,medio,True,False,em fase,0,,,,,,,,,
RA-1216,6,feminino,2023,outro,9.6,9.0,5.63,7.9,nao,7.795,5.0,2023,7.5,19,ametista,8.7,5.3,9.7,-2.0,7.7105,ingressante,escolar,medio,False,False,moderada,0,,,avanco,,,recuo,,,avanco
RA-1216,8,feminino,2023,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,20,agata,6.18,7.220000000000001,6.8,0.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,1,avanco,,avanco,recuo,,recuo,avanco,,avanco
RA-1217,6,feminino,2023,publico,0.0,7.9,5.63,5.9,nao,7.38,5.0,2023,7.65625,17,agata,7.0,4.0,6.7,-1.0,6.064625,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1218,6,masculino,2023,publico,7.5,9.2,5.0,5.3,nao,7.1325,5.0,2023,7.5,17,agata,6.7,3.5,5.7,-1.0,6.8265,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1219,6,feminino,2023,publico,8.8,6.5,5.63,6.3,nao,7.38,10.0,2023,7.34375,0,ametista,7.2,5.5,6.3,0.0,7.215141667,ingressante,escolar,medio,True,False,em fase,0,,,,,,,,,
RA-122,4,feminino,2019,publico,7.9,3.4,7.5,1.8,nao,4.958,10.0,2022,6.791666666599999,14,quartzo,1.7,3.7,0.0,0.0,5.061,veterano,escolar,fundamental2,True,False,em fase,3,,,,,,,,,
RA-1220,6,feminino,2023,publico,0.0,9.0,5.0,6.8,nao,7.63,5.0,2023,7.8125,17,agata,8.8,5.3,6.3,-1.0,6.46725,ingressante,escolar,medio,False,False,moderada,0,,,neutro,,,avanco,,,recuo
RA-1220,6,feminino,2023,outro,7.083,8.555555555666666,6.885,7.666666666666667,nao,6.26,5.0,2024,7.5,18,ametista,9.0,7.0,7.0,-1.0,7.143244444466667,veterano,escolar,medio,True,False,moderada,1,neutro,,neutro,avanco,,avanco,recuo,,recuo
RA-1221,7,feminino,2023,outro,9.2,9.1,6.26,8.7,nao,8.09,5.0,2023,8.0,22,topazio,8.2,8.0,10.0,-1.0,8.027466667,ingressante,escolar,medio,False,False,moderada,0,,,avanco,,,recuo,,,recuo
RA-1221,8,feminino,2023,outro,10.0,0.0,9.936262616521212,8.0,nao,6.967891372063717,10.0,2024,7.8142055323970485,23,agata,7.0,7.0,10.0,0.0,6.854161348435785,veterano,universitario,superior,True,False,em fase,1,avanco,,avanco,recuo,,recuo,recuo,,recuo
RA-1222,7,feminino,2023,outro,7.1,10.0,5.63,6.8,nao,6.005,5.0,2023,6.875,0,ametista,5.0,6.5,9.0,-1.0,7.026466667,ingressante,escolar,medio,True,False,moderada,0,,,,,,,,,
RA-1223,7,masculino,2023,publico,8.8,9.3,5.0,9.0,nao,7.2925,10.0,2023,6.875,0,topazio,9.5,8.3,9.3,0.0,8.187766667,ingressante,escolar,medio,True,False,em fase,0,,,,,,,,,
RA-1224,7,masculino,2023,outro,8.3,9.4,5.0,8.0,nao,7.6325,5.0,2023,7.125,0,ametista,8.2,6.3,9.5,-1.0,7.5524,ingressante,escolar,medio,False,False,moderada,0,,,avanco,,,recuo,,,avanco
RA-1224,8,masculino,2023,outro,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,21,agata,6.18,7.220000000000001,6.8,0.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,1,avanco,,avanco,recuo,,recuo,avanco,,avanco
RA-1225,7,feminino,2023,outro,7.5,10.0,2.52,7.289710375955162,nao,8.037889811775848,5.0,2023,7.492115860943928,18,ametista,6.56,8.16,7.980000000000001,-1.0,7.4460304330740135,ingressante,escolar,medio,False,False,moderada,0,,,avanco,,,recuo,,,avanco
RA-1225,8,feminino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,19,agata,6.18,7.220000000000001,6.8,0.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,avanco,,avanco,recuo,,recuo,avanco,,avanco
RA-1226,7,feminino,2023,privado,9.2,5.642046497818392,7.52,5.604210667839228,nao,7.214580659281071,10.0,2023,7.548278602095053,0,ametista,6.220000000000001,5.040000000000001,5.2,1.0,7.081056269802341,ingressante,escolar,medio,False,True,em fase,0,,,recuo,,,avanco,,,neutro
RA-1226,7,feminino,2021,privado,8.334,9.0,6.885,6.066666666666666,nao,7.5,10.0,2024,7.5,17,ametista,6.0,6.2,6.0,0.0,7.785233333333334,veterano,escolar,medio,True,False,em fase,3,recuo,,recuo,avanco,,avanco,neutro,,neutro
RA-1227,7,feminino,2023,privado,9.2,7.762602646409875,2.52,6.196603232164412,nao,7.6560134672323334,10.0,2023,7.511172374869576,16,ametista,6.2,5.42,6.739999999999999,1.0,7.236973899702575,ingressante,escolar,medio,False,True,em fase,0,,,recuo,,,recuo,,,recuo
RA-1227,7,feminino,2021,privado,8.751,0.0,7.195,0.0,nao,7.5,10.0,2024,7.5,17,quartzo,0.0,0.0,0.0,0.0,4.8446,veterano,escolar,medio,True,False,em fase,3,recuo,,recuo,recuo,,recuo,recuo,,recuo
RA-1228,7,feminino,2023,privado,7.5,8.445584142845004,2.52,6.448598228865899,nao,7.783837560207316,10.0,2023,7.53682256344635,17,ametista,5.8,6.840000000000001,6.08,0.0,7.2889391690529335,ingressante,escolar,medio,False,False,em fase,0,,,neutro,,,recuo,,,recuo
RA-1228,7,feminino,2021,privado,8.751,0.0,7.51,0.0,nao,7.5,10.0,2024,7.5,18,quartzo,0.0,0.0,0.0,0.0,4.8761,veterano,escolar,medio,True,False,em fase,3,neutro,,neutro,recuo,,recuo,recuo,,recuo
RA-1229,7,feminino,2023,privado,8.3,6.003624937107571,7.52,5.737619783740012,nao,7.282252237914878,10.0,2023,7.561858113694518,0,ametista,4.8,6.6,6.0600000000000005,1.0,7.108567294752526,ingressante,escolar,medio,False,True,em fase,0,,,recuo,,,recuo,,,recuo
RA-1229,7,feminino,2021,privado,9.168,0.0,6.57,0.0,nao,7.5,10.0,2024,7.5,17,quartzo,0.0,0.0,0.0,0.0,4.8238,veterano,escolar,medio,True,False,em fase,3,recuo,,recuo,recuo,,recuo,recuo,,recuo
RA-123,4,masculino,2017,privado,7.9,8.6,5.6,6.5,nao,7.292,5.0,2022,7.010416666599999,16,ametista,7.3,6.3,5.9,-2.0,7.084,veterano,escolar,fundamental2,False,False,moderada,5,,neutro,avanco,,recuo,avanco,,avanco,neutro
RA-123,5,masculino,2017,privado,0.0,9.4,5.0,5.7,nao,6.8375,5.0,2023,6.875,17,agata,5.0,5.3,6.7,-2.0,6.068333333,veterano,escolar,medio,False,False,moderada,6,neutro,neutro,avanco,recuo,recuo,avanco,avanco,avanco,neutro
RA-123,6,masculino,2021,privado,7.5,8.412698412666666,5.635,7.166666666666667,nao,6.43,5.0,2024,6.71875,18,agata,6.5,5.5,9.5,-1.0,6.887248015866668,veterano,escolar,medio,True,False,moderada,3,avanco,neutro,avanco,avanco,recuo,avanco,neutro,avanco,neutro
RA-1230,7,feminino,2021,privado,0.0,10.0,2.52,7.560340861372408,nao,8.347767382155798,10.0,2023,7.649985160108583,16,ametista,7.159999999999999,7.859999999999999,8.440000000000001,1.0,7.518197710304517,veterano,escolar,medio,False,True,em fase,2,,,recuo,,,recuo,,,recuo
RA-1230,7,feminino,2021,privado,7.917,0.0,7.195,0.0,nao,7.5,10.0,2024,7.5,17,quartzo,0.0,0.0,0.0,0.0,4.7612000000000005,veterano,escolar,medio,True,False,em fase,3,recuo,,recuo,recuo,,recuo,recuo,,recuo
RA-1231,8,masculino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,22,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,2,,,avanco,,,recuo,,,avanco
RA-1231,8,masculino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,23,agata,6.18,7.220000000000001,6.8,1.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,avanco,,avanco,recuo,,recuo,avanco,,avanco
RA-1232,8,masculino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,21,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,2,,,avanco,,,recuo,,,avanco
RA-1232,8,masculino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,22,agata,6.18,7.220000000000001,6.8,1.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,avanco,,avanco,recuo,,recuo,avanco,,avanco
RA-1233,8,feminino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,22,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,2,,,avanco,,,recuo,,,avanco
RA-1233,8,feminino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,23,agata,6.18,7.220000000000001,6.8,1.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,avanco,,avanco,recuo,,recuo,avanco,,avanco
RA-1234,8,feminino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,0,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,2,,,neutro,,,recuo,,,avanco
RA-1234,8,feminino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,21,agata,6.18,7.220000000000001,6.8,0.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,neutro,,neutro,recuo,,recuo,avanco,,avanco
RA-1235,8,masculino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,21,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,2,,,avanco,,,recuo,,,avanco
RA-1235,8,masculino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,22,agata,6.18,7.220000000000001,6.8,1.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,avanco,,avanco,recuo,,recuo,avanco,,avanco
RA-1236,8,feminino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,21,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,2,,,neutro,,,recuo,,,avanco
RA-1236,8,feminino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,22,agata,6.18,7.220000000000001,6.8,0.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,neutro,,neutro,recuo,,recuo,avanco,,avanco
RA-1237,8,feminino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,0,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,2,,,avanco,,,recuo,,,avanco
RA-1237,8,feminino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,22,agata,6.18,7.220000000000001,6.8,1.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,avanco,,avanco,recuo,,recuo,avanco,,avanco
RA-1238,8,feminino,2021,privado,7.6029651683970245,6.587701598780119,6.568552370294019,6.120341716038018,nao,7.3870648902876495,10.0,2023,7.5515048676585685,21,ametista,6.780000000000001,5.340000000000001,6.9,0.0,7.164000279918784,veterano,universitario,superior,False,False,em fase,2,,,avanco,,,recuo,,,avanco
RA-1238,8,feminino,2021,privado,10.0,0.0,10.0,6.585769107466136,nao,6.814128518135955,10.0,2024,7.76657186170136,22,agata,6.18,7.220000000000001,6.8,1.0,6.737564769719447,veterano,universitario,superior,True,False,em fase,3,avanco,,avanco,recuo,,recuo,avanco,,avanco
